suburb,address,price,sold_date,property_type,bedrooms,bathrooms,parking,land_size,collected_at
DOLLS POINT,"12a/1-3 Gannon Avenue, Dolls Point NSW 2219",858000,2025-02-11,unit,2.0,1.0,1.0,73.0,2025-03-18T04:06:25.951204
DOLLS POINT,"8/161-163 Russell Avenue, Dolls Point NSW 2219",990000,2025-01-30,apartment,2.0,1.0,1.0,,2025-03-18T04:06:25.951204
DOLPHIN POINT,"36 Vista Drive, Dolphin Point NSW 2539",720000,2025-03-14,residential land,,,,694.0,2025-03-18T04:06:25.954312
DOLPHIN POINT,"40 Highview Drive, Dolphin Point NSW 2539",1330000,2025-02-14,house,3.0,2.0,2.0,607.0,2025-03-18T04:06:25.954312
DOON DOON,"6 McCabes Road, Doon Doon NSW 2484",2300000,2025-02-10,house,6.0,2.0,10.0,699100.0,2025-03-18T04:06:41.157828
DOONSIDE,"102 Hill End Road, Doonside NSW 2767",1005000,2025-03-16,house,3.0,1.0,1.0,545.0,2025-03-18T04:06:41.162427
DOONSIDE,"7 Gerald Crescent, Doonside NSW 2767",1200000,2025-03-07,house,5.0,2.0,4.0,606.0,2025-03-18T04:06:41.162427
DOONSIDE,"4 Mountview Avenue, Doonside NSW 2767",1500000,2025-03-01,house,4.0,3.0,2.0,556.0,2025-03-18T04:06:41.162427
DOONSIDE,"5 Rosenthal Street, Doonside NSW 2767",867000,2025-02-23,house,3.0,1.0,5.0,573.0,2025-03-18T04:06:41.162427
DOONSIDE,"1 Crawford Road, Doonside NSW 2767",950000,2025-02-21,house,3.0,1.0,1.0,687.0,2025-03-18T04:06:41.162427
DOONSIDE,"63 Crawford Road, Doonside NSW 2767",1220000,2025-02-20,house,4.0,2.0,3.0,569.0,2025-03-18T04:06:41.162427
DOONSIDE,"26 Myall Street, Doonside NSW 2767",903000,2025-02-15,house,3.0,2.0,2.0,556.0,2025-03-18T04:06:41.162427
DOONSIDE,"3 Mountview Avenue, Doonside NSW 2767",995000,2025-02-08,house,3.0,1.0,1.0,585.0,2025-03-18T04:06:41.162427
DOONSIDE,"16 WENDOVER STREET, Doonside NSW 2767",800000,2025-02-08,house,3.0,1.0,2.0,602.0,2025-03-18T04:06:41.162427
DOONSIDE,"8 Taworri Street, Doonside NSW 2767",980000,2025-02-05,house,3.0,1.0,3.0,651.0,2025-03-18T04:06:41.162427
DOONSIDE,"19 Wycombe Street, Doonside NSW 2767",960000,2025-01-30,house,4.0,1.0,4.0,622.0,2025-03-18T04:06:41.162427
DOONSIDE,"128 Douglas Road, Doonside NSW 2767",1125000,2025-01-29,house,3.0,2.0,2.0,500.0,2025-03-18T04:06:41.162427
DOONSIDE,"235A Doonside Crescent, Doonside NSW 2767",800000,2025-01-28,house,3.0,2.0,1.0,,2025-03-18T04:06:41.162427
DOONSIDE,"3/36 Criterion Crescent, Doonside NSW 2767",842000,2025-01-22,villa,3.0,2.0,2.0,,2025-03-18T04:06:41.162427
DOONSIDE,"42A Coveny Street, Doonside NSW 2767",985000,2025-01-17,house,3.0,1.0,1.0,607.0,2025-03-18T04:06:41.162427
DOONSIDE,"14 Bowes Pl, Doonside NSW 2767",1205000,2025-01-15,house,4.0,2.0,3.0,595.0,2025-03-18T04:06:41.162427
DOORALONG,"34 Jasons Lane, Dooralong NSW 2259",2170000,2025-02-21,acreage-semi-rural,9.0,4.0,12.0,51400.0,2025-03-18T04:06:41.163937
DORA CREEK,"12 Baker Street, Dora Creek NSW 2264",1000000,2025-02-21,house,3.0,2.0,1.0,569.0,2025-03-18T04:06:41.165485
DORA CREEK,"68 Dora Street, Dora Creek NSW 2264",965000,2025-02-07,house,3.0,1.0,2.0,1574.0,2025-03-18T04:06:41.165485
DORA CREEK,"48 Jones Road, Dora Creek NSW 2264",2040000,2025-02-04,acreage-semi-rural,6.0,5.0,6.0,58500.0,2025-03-18T04:06:41.165485
DORA CREEK,"51 Coorumbung Road, Dora Creek NSW 2264",735000,2025-02-04,house,4.0,1.0,2.0,630.0,2025-03-18T04:06:41.165485
DORA CREEK,"36 Coorumbung Road, Dora Creek NSW 2264",740000,2025-01-22,house,3.0,1.0,1.0,898.0,2025-03-18T04:06:41.165485
DORROUGHBY,"400 Dorroughby Road, Dorroughby NSW 2480",815000,2025-01-20,house,3.0,1.0,2.0,4000.0,2025-03-18T04:06:46.621618
DOUBLE BAY,"4/321 New South Head Road, Double Bay NSW 2028",1500000,2025-02-28,apartment,1.0,1.0,1.0,,2025-03-18T04:06:46.624723
DOUBLE BAY,"14 Forest Road, Double Bay NSW 2028",7280000,2025-02-20,house,4.0,2.0,2.0,360.0,2025-03-18T04:06:46.624723
DOUBLE BAY,"70 Cross Street, Double Bay NSW 2028",4075000,2025-02-18,house,4.0,4.0,,,2025-03-18T04:06:46.624723
DOUBLE BAY,"1/40 Manning Road, Double Bay NSW 2028",3725000,2025-01-31,house,3.0,2.0,2.0,396.0,2025-03-18T04:06:46.624723
DOUGLAS PARK,"282 Douglas Park Drive, Douglas Park NSW 2569",1420000,2025-03-14,acreage-semi-rural,6.0,3.0,1.0,8498.0,2025-03-18T04:06:52.239000
DOUGLAS PARK,"955 Menangle Road, Douglas Park NSW 2569",1702000,2025-02-05,house,3.0,1.0,4.0,2517.0,2025-03-18T04:06:52.239000
DOUGLAS PARK,"6 Station Street, Douglas Park NSW 2569",1175000,2025-01-16,house,4.0,2.0,2.0,1619.0,2025-03-18T04:06:52.239000
DOYALSON,"80/150 Tall Timbers Road, Doyalson NSW 2262",265000,2025-02-06,unit,2.0,1.0,1.0,,2025-03-18T04:06:52.243619
DRAKE,"951 Long Gully Road, Drake NSW 2469",490000,2025-01-07,house,3.0,1.0,2.0,421800.0,2025-03-18T04:06:57.479288
DRUMMOYNE,"12/12 Wolseley Street, Drummoyne NSW 2047",1705000,2025-03-15,apartment,3.0,2.0,1.0,,2025-03-18T04:07:01.691731
DRUMMOYNE,"6/74-76 Victoria Road, Drummoyne NSW 2047",990000,2025-03-06,apartment,2.0,1.0,1.0,113.0,2025-03-18T04:07:01.691731
DRUMMOYNE,"42 Henley Street, Drummoyne NSW 2047",2500000,2025-03-04,house,3.0,2.0,4.0,335.0,2025-03-18T04:07:01.691731
DRUMMOYNE,"7/4 Moore Street, Drummoyne NSW 2047",850000,2025-02-28,apartment,2.0,1.0,1.0,,2025-03-18T04:07:01.691731
DRUMMOYNE,"22a/14 Wolsely Street, Drummoyne NSW 2047",1130000,2025-02-22,apartment,2.0,1.0,1.0,,2025-03-18T04:07:01.691731
DRUMMOYNE,"4/26 Westbourne Street, Drummoyne NSW 2047",1438000,2025-02-20,apartment,2.0,2.0,1.0,,2025-03-18T04:07:01.691731
DRUMMOYNE,"10/24 Marlborough Street, Drummoyne NSW 2047",1219000,2025-02-17,apartment,2.0,1.0,2.0,135.0,2025-03-18T04:07:01.691731
DRUMMOYNE,"1/20 Collingwood Street, Drummoyne NSW 2047",1165000,2025-02-14,unit,2.0,1.0,1.0,,2025-03-18T04:07:01.691731
DRUMMOYNE,"201/1 Roseby Street, Drummoyne NSW 2047",2060000,2025-02-14,unit,2.0,2.0,1.0,,2025-03-18T04:07:01.691731
DRUMMOYNE,"10/64-66 Wrights Road, Drummoyne NSW 2047",1500000,2025-02-13,apartment,2.0,1.0,1.0,,2025-03-18T04:07:01.691731
DRUMMOYNE,"39 Westbourne Street, Drummoyne NSW 2047",1980000,2025-02-08,duplex-semi-detached,3.0,1.0,1.0,291.0,2025-03-18T04:07:01.691731
DUBBO,"34L Bunglegumbie Road, Dubbo NSW 2830",1575000,2025-03-14,acreage-semi-rural,4.0,2.0,4.0,80900.0,2025-03-18T04:07:11.378891
DUBBO,"7 Tweed Place, Dubbo NSW 2830",855000,2025-03-14,house,5.0,2.0,2.0,664.0,2025-03-18T04:07:11.378891
DUBBO,"64 Murrayfield Drive, Dubbo NSW 2830",630000,2025-03-14,house,4.0,2.0,2.0,767.0,2025-03-18T04:07:11.378891
DUBBO,"21 Jubilee Street, Dubbo NSW 2830",555000,2025-03-12,house,4.0,2.0,,1012.0,2025-03-18T04:07:11.378891
DUBBO,"7 Brian Hambly Place, Dubbo NSW 2830",740000,2025-03-12,house,5.0,2.0,2.0,873.0,2025-03-18T04:07:11.378891
DUBBO,"10 Artesian Court, Dubbo NSW 2830",1250000,2025-03-12,house,5.0,2.0,3.0,1034.0,2025-03-18T04:07:11.378891
DUBBO,"61 Oxley Circle, Dubbo NSW 2830",535000,2025-03-11,house,3.0,2.0,2.0,735.0,2025-03-18T04:07:11.378891
DUBBO,"6 Ronald, Dubbo NSW 2830",550000,2025-03-07,house,4.0,2.0,2.0,,2025-03-18T04:07:11.378891
DUBBO,"1/52 Birch Avenue, Dubbo NSW 2830",425000,2025-03-07,unit,2.0,1.0,1.0,,2025-03-18T04:07:11.378891
DUBBO,"3/21 Bedford Avenue, Dubbo NSW 2830",357500,2025-03-07,unit,2.0,1.0,1.0,164.0,2025-03-18T04:07:11.378891
DUBBO,"105 Margaret Crescent, Dubbo NSW 2830",635000,2025-03-07,house,3.0,2.0,3.0,,2025-03-18T04:07:11.378891
DUBBO,"3 Ripple Court, Dubbo NSW 2830",900000,2025-03-07,house,4.0,2.0,2.0,840.0,2025-03-18T04:07:11.378891
DUBBO,"7 Rainbow Place, Dubbo NSW 2830",585000,2025-03-06,house,3.0,1.0,2.0,1031.0,2025-03-18T04:07:11.378891
DUBBO,"14 Howard Avenue, Dubbo NSW 2830",610000,2025-03-06,house,3.0,1.0,2.0,741.0,2025-03-18T04:07:11.378891
DUBBO,"29 Sea Crescent, Dubbo NSW 2830",793000,2025-03-04,house,4.0,2.0,2.0,712.0,2025-03-18T04:07:11.378891
DUBBO,"23 Sapphire Street, Dubbo NSW 2830",710000,2025-03-03,house,4.0,3.0,2.0,707.0,2025-03-18T04:07:11.378891
DUBBO,"23 Naman Street, Dubbo NSW 2830",555000,2025-03-03,house,3.0,1.0,1.0,956.0,2025-03-18T04:07:11.378891
DUBBO,"1 Maple Court, Dubbo NSW 2830",460000,2025-02-28,house,4.0,1.0,1.0,853.0,2025-03-18T04:07:11.378891
DUBBO,"76 Dalton Street, Dubbo NSW 2830",533000,2025-02-28,house,3.0,1.0,1.0,694.0,2025-03-18T04:07:11.378891
DUBBO,"12 Aqua Court, Dubbo NSW 2830",677500,2025-02-27,house,4.0,2.0,1.0,684.0,2025-03-18T04:07:11.378891
DUBBO,"90 Cobra Street, Dubbo NSW 2830",502000,2025-02-26,house,2.0,2.0,1.0,,2025-03-18T04:07:11.378891
DUBBO,"26 Kingfisher Street, Dubbo NSW 2830",610000,2025-02-26,house,3.0,1.0,5.0,756.0,2025-03-18T04:07:11.378891
DUBBO,"5 Horizon Place, Dubbo NSW 2830",500000,2025-02-25,house,4.0,1.0,1.0,650.0,2025-03-18T04:07:11.378891
DUBBO,"31 Alder Place, Dubbo NSW 2830",560000,2025-02-24,house,3.0,1.0,1.0,,2025-03-18T04:07:11.378891
DUBBO,"30B Violet Circuit, Dubbo NSW 2830",630000,2025-02-24,house,4.0,2.0,1.0,378.0,2025-03-18T04:07:11.378891
DUBBO,"16 Waterway Crescent, Dubbo NSW 2830",717500,2025-02-24,house,3.0,2.0,2.0,750.0,2025-03-18T04:07:11.378891
DUBBO,"23 Namoi Crescent, Dubbo NSW 2830",735000,2025-02-21,house,4.0,2.0,4.0,759.0,2025-03-18T04:07:11.378891
DUBBO,"28 Moonah Street, Dubbo NSW 2830",550000,2025-02-20,house,4.0,2.0,,842.0,2025-03-18T04:07:11.378891
DUBBO,"24 Shoreview Lane, Dubbo NSW 2830",629000,2025-02-20,house,3.0,2.0,2.0,354.0,2025-03-18T04:07:11.378891
DUBBO,"22A Boyd Avenue, Dubbo NSW 2830",525000,2025-02-19,house,3.0,2.0,1.0,341.0,2025-03-18T04:07:11.378891
DUBBO,"1/17 Elizabeth Street, Dubbo NSW 2830",290000,2025-02-18,unit,2.0,1.0,2.0,,2025-03-18T04:07:11.378891
DUBBO,"55 Holmwood Drive, Dubbo NSW 2830",850000,2025-02-14,house,4.0,2.0,2.0,717.0,2025-03-18T04:07:11.378891
DUBBO,"12 Timgarlen Avenue, Dubbo NSW 2830",790000,2025-02-14,house,4.0,2.0,2.0,,2025-03-18T04:07:11.378891
DUBBO,"44 Cypress Point Drive, Dubbo NSW 2830",700000,2025-02-13,house,4.0,2.0,2.0,720.0,2025-03-18T04:07:11.378891
DUBBO,"154L Narromine Road, Dubbo NSW 2830",1025000,2025-02-13,acreage-semi-rural,3.0,2.0,6.0,101200.0,2025-03-18T04:07:11.378891
DUBBO,"5 Diane Street, Dubbo NSW 2830",455000,2025-02-12,house,2.0,1.0,1.0,371.0,2025-03-18T04:07:11.378891
DUBBO,"11 East Street, Dubbo NSW 2830",575000,2025-02-12,house,3.0,1.0,3.0,752.0,2025-03-18T04:07:11.378891
DUBBO,"184 Wingewarra Street, Dubbo NSW 2830",710000,2025-02-10,house,4.0,2.0,2.0,775.0,2025-03-18T04:07:11.378891
DUBBO,"22 Salter Drive, Dubbo NSW 2830",450000,2025-02-10,house,3.0,1.0,2.0,612.0,2025-03-18T04:07:11.378891
DUBBO,"23B Violet Circuit, Dubbo NSW 2830",590000,2025-02-09,house,3.0,2.0,1.0,353.0,2025-03-18T04:07:11.378891
DUBBO,"50 Davidson Drive, Dubbo NSW 2830",565000,2025-02-07,house,4.0,1.0,2.0,770.0,2025-03-18T04:07:11.378891
DUBBO,"3 Graza Avenue, Dubbo NSW 2830",700000,2025-02-06,house,4.0,2.0,2.0,674.0,2025-03-18T04:07:11.378891
DUBBO,"4 Nona Place, Dubbo NSW 2830",535000,2025-02-04,house,4.0,1.0,1.0,611.0,2025-03-18T04:07:11.378891
DUBBO,"53 Saint Andrews Drive, Dubbo NSW 2830",805000,2025-02-04,house,5.0,2.0,2.0,990.0,2025-03-18T04:07:11.378891
DUBBO,"2/16 Furlong Street, Dubbo NSW 2830",430000,2025-02-03,unit,3.0,1.0,1.0,,2025-03-18T04:07:11.378891
DUBBO,"27 Sapphire Street, Dubbo NSW 2830",587500,2025-02-03,house,4.0,3.0,1.0,706.0,2025-03-18T04:07:11.378891
DUBBO,"4 Websdale Drive, Dubbo NSW 2830",605000,2025-01-31,house,3.0,1.0,2.0,,2025-03-18T04:07:11.378891
DUBBO,"84 Champagne Drive, Dubbo NSW 2830",665000,2025-01-31,house,4.0,2.0,2.0,577.0,2025-03-18T04:07:11.378891
DUBBO,"45 Boyd Avenue, Dubbo NSW 2830",645000,2025-01-31,house,4.0,2.0,2.0,601.0,2025-03-18T04:07:11.378891
DUBBO,"9 Braun Avenue, Dubbo NSW 2830",355000,2025-01-31,house,3.0,1.0,,580.0,2025-03-18T04:07:11.378891
DUBBO,"14 Willowbend Way, Dubbo NSW 2830",900000,2025-01-31,house,4.0,3.0,2.0,1727.0,2025-03-18T04:07:11.378891
DUBBO,"72 Young Street, Dubbo NSW 2830",480000,2025-01-30,house,3.0,1.0,1.0,556.0,2025-03-18T04:07:11.378891
DUBBO,"51 Young Street, Dubbo NSW 2830",465000,2025-01-28,house,4.0,1.0,,632.0,2025-03-18T04:07:11.378891
DUBBO,"13B Wilkins Street, Dubbo NSW 2830",435000,2025-01-28,townhouse,3.0,2.0,1.0,392.0,2025-03-18T04:07:11.378891
DUBBO,"244 Darling Street, Dubbo NSW 2830",800000,2025-01-24,house,3.0,2.0,2.0,805.0,2025-03-18T04:07:11.378891
DUBBO,"30B Magnolia Boulevard, Dubbo NSW 2830",495000,2025-01-24,house,2.0,1.0,1.0,,2025-03-18T04:07:11.378891
DUBBO,"22 Shoreview Lane, Dubbo NSW 2830",669000,2025-01-24,house,4.0,2.0,2.0,362.0,2025-03-18T04:07:11.378891
DUBBO,"99 Jubilee Street, Dubbo NSW 2830",478000,2025-01-22,house,2.0,1.0,7.0,942.0,2025-03-18T04:07:11.378891
DUBBO,"34 Sunningdale Close, Dubbo NSW 2830",457500,2025-01-22,residential land,,,,1057.0,2025-03-18T04:07:11.378891
DUBBO,"22 Alder Place, Dubbo NSW 2830",602500,2025-01-21,house,3.0,2.0,1.0,,2025-03-18T04:07:11.378891
DUBBO,"26 Smith Street, Dubbo NSW 2830",750000,2025-01-16,house,3.0,1.0,2.0,659.0,2025-03-18T04:07:11.378891
DUBBO,"4 Cowal Court, Dubbo NSW 2830",995000,2025-01-14,house,5.0,3.0,3.0,728.0,2025-03-18T04:07:11.378891
DUBBO,"64 Sheraton Road, Dubbo NSW 2830",615000,2025-01-13,house,4.0,2.0,2.0,777.0,2025-03-18T04:07:11.378891
DUBBO,"7 Campese Court, Dubbo NSW 2830",910000,2025-01-13,house,4.0,3.0,2.0,,2025-03-18T04:07:11.378891
DUBBO,"7 Twickenham Drive, Dubbo NSW 2830",555000,2025-01-13,house,3.0,2.0,2.0,,2025-03-18T04:07:11.378891
DUBBO,"15 Flinders Close, Dubbo NSW 2830",500000,2025-01-09,house,3.0,1.0,2.0,727.0,2025-03-18T04:07:11.378891
DUBBO,"21 Belmore Place, Dubbo NSW 2830",680000,2025-01-09,house,3.0,1.0,1.0,562.0,2025-03-18T04:07:11.378891
DUBBO,"66 Durum Circuit, Dubbo NSW 2830",580000,2025-01-06,house,3.0,2.0,2.0,,2025-03-18T04:07:11.378891
DUDLEY,"12 Foxdale Avenue, Dudley NSW 2290",1670000,2025-03-08,house,5.0,2.0,2.0,704.0,2025-03-18T04:07:17.481743
DUDLEY,"22 Thomas Street, Dudley NSW 2290",930000,2025-02-18,house,3.0,1.0,1.0,341.0,2025-03-18T04:07:17.481743
DUDLEY,"16 Frederick Street, Dudley NSW 2290",1150000,2025-02-07,house,3.0,2.0,1.0,307.0,2025-03-18T04:07:17.481743
DULWICH HILL,"37 Garnet Street, Dulwich Hill NSW 2203",2230000,2025-03-15,house,5.0,2.0,1.0,411.0,2025-03-18T04:07:27.644380
DULWICH HILL,"30 Beach Road, Dulwich Hill NSW 2203",2055000,2025-03-15,house,3.0,1.0,,280.0,2025-03-18T04:07:27.644380
DULWICH HILL,"2610/6 Grove Street, Dulwich Hill NSW 2203",742000,2025-03-14,apartment,1.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"304/370 New Canterbury Road, Dulwich Hill NSW 2203",740000,2025-03-14,apartment,1.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"5111/6 Grove Street, Dulwich Hill NSW 2203",745000,2025-03-13,apartment,1.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"16 Pigott Street, Dulwich Hill NSW 2203",2000000,2025-03-11,house,3.0,1.0,1.0,265.0,2025-03-18T04:07:27.644380
DULWICH HILL,"105/370 New Canterbury Road, Dulwich Hill NSW 2203",1030650,2025-03-11,apartment,2.0,2.0,1.0,127.0,2025-03-18T04:07:27.644380
DULWICH HILL,"3/22 Hercules Street, Dulwich Hill NSW 2203",440000,2025-03-11,apartment,1.0,1.0,,,2025-03-18T04:07:27.644380
DULWICH HILL,"4/363-367 New Canterbury Road, Dulwich Hill NSW 2203",845000,2025-03-11,apartment,2.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"19/8 Williams Parade, Dulwich Hill NSW 2203",1215000,2025-03-10,apartment,2.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"5/42-44 Terrace Road, Dulwich Hill NSW 2203",1055000,2025-03-07,apartment,2.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"5/4 Union Street, Dulwich Hill NSW 2203",850000,2025-03-04,unit,2.0,1.0,,,2025-03-18T04:07:27.644380
DULWICH HILL,"24/22 Ness Avenue, Dulwich Hill NSW 2203",979000,2025-03-01,apartment,2.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"4 Terrace Lane, Dulwich Hill NSW 2203",2290000,2025-03-01,house,4.0,2.0,1.0,248.0,2025-03-18T04:07:27.644380
DULWICH HILL,"122a Victoria Street, Dulwich Hill NSW 2203",1700000,2025-03-01,house,2.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"1005/6 Grove Street, Dulwich Hill NSW 2203",1100000,2025-02-28,apartment,2.0,2.0,1.0,135.0,2025-03-18T04:07:27.644380
DULWICH HILL,"4/542-544 New Canterbury Road, Dulwich Hill NSW 2203",695000,2025-02-28,apartment,2.0,1.0,1.0,67.0,2025-03-18T04:07:27.644380
DULWICH HILL,"89/115-117 Constitution Road, Dulwich Hill NSW 2203",690000,2025-02-27,apartment,1.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"191 Denison Road, Dulwich Hill NSW 2203",1910500,2025-02-21,house,2.0,1.0,,164.0,2025-03-18T04:07:27.644380
DULWICH HILL,"10/106-108 Constitution Road, Dulwich Hill NSW 2203",940000,2025-02-14,apartment,2.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"8/19-21 Myra Road, Dulwich Hill NSW 2203",910000,2025-02-12,apartment,2.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"5/2A Yule Street, Dulwich Hill NSW 2203",840000,2025-02-10,apartment,1.0,1.0,1.0,71.0,2025-03-18T04:07:27.644380
DULWICH HILL,"35/6 Williams Parade, Dulwich Hill NSW 2203",1325000,2025-02-07,unit,2.0,1.0,1.0,,2025-03-18T04:07:27.644380
DULWICH HILL,"8 Channel Street, Dulwich Hill NSW 2203",1620000,2025-02-06,house,2.0,1.0,,97.0,2025-03-18T04:07:27.644380
DULWICH HILL,"22/11 Williams Parade, Dulwich Hill NSW 2203",1322000,2025-02-05,apartment,2.0,1.0,1.0,106.0,2025-03-18T04:07:27.644380
DULWICH HILL,"7/42-44 Terrace Road, Dulwich Hill NSW 2203",950000,2025-02-04,apartment,2.0,1.0,1.0,108.0,2025-03-18T04:07:27.644380
DULWICH HILL,"21/803 New Canterbury Road, Dulwich Hill NSW 2203",865000,2025-02-04,apartment,1.0,1.0,2.0,145.0,2025-03-18T04:07:27.644380
DULWICH HILL,"32/117 Denison Road, Dulwich Hill NSW 2203",760000,2025-01-31,apartment,2.0,1.0,1.0,69.0,2025-03-18T04:07:27.644380
DULWICH HILL,"5 Dulwich Street, Dulwich Hill NSW 2203",1950000,2025-01-24,house,3.0,2.0,,202.0,2025-03-18T04:07:27.644380
DULWICH HILL,"17/793-799 New Canterbury Road, Dulwich Hill NSW 2203",900000,2025-01-08,apartment,2.0,2.0,1.0,109.0,2025-03-18T04:07:27.644380
DULWICH HILL,"4/550 Marrickville Road, Dulwich Hill NSW 2203",500000,2025-01-06,studio,1.0,1.0,,,2025-03-18T04:07:27.644380
DUNBOGAN,"13 Prince Of Wales Drive, Dunbogan NSW 2443",405000,2025-03-03,residential land,,,,889.0,2025-03-18T04:07:32.354261
DUNBOGAN,"23 Scarborough Way, Dunbogan NSW 2443",860000,2025-02-26,house,4.0,2.0,3.0,783.0,2025-03-18T04:07:32.354261
DUNBOGAN,"18 Bell Street, Dunbogan NSW 2443",829000,2025-02-07,house,3.0,2.0,3.0,764.0,2025-03-18T04:07:32.354261
DUNBOGAN,"15 Hope Close, Dunbogan NSW 2443",1240000,2025-02-01,house,5.0,4.0,3.0,1094.0,2025-03-18T04:07:32.354261
DUNBOGAN,"3 Pindari Drive, Dunbogan NSW 2443",715000,2025-01-31,residential land,,,,969.0,2025-03-18T04:07:32.354261
DUNBOGAN,"60 Prince Of Wales Drive, Dunbogan NSW 2443",425000,2025-01-29,residential land,,,,526.0,2025-03-18T04:07:32.354261
DUNBOGAN,"52/152 Diamond Head Road, Dunbogan NSW 2443",278000,2025-01-24,unit,2.0,1.0,1.0,,2025-03-18T04:07:32.354261
DUNBOGAN,"16 Lady Penrhyn Court, Dunbogan NSW 2443",815000,2025-01-20,house,3.0,1.0,2.0,1074.0,2025-03-18T04:07:32.354261
DUNDAS,"40 Rippon Avenue, Dundas NSW 2117",1455000,2025-03-07,residential land,,,,582.0,2025-03-18T04:07:38.129345
DUNDAS,"185 Spurway Street, Dundas NSW 2117",1850000,2025-03-06,house,3.0,1.0,2.0,651.0,2025-03-18T04:07:38.129345
DUNDAS,"4/8-10 St Andrews Street, Dundas NSW 2117",540000,2025-03-04,apartment,1.0,1.0,1.0,,2025-03-18T04:07:38.129345
DUNDAS,"43 Baronbali Street, Dundas NSW 2117",1900000,2025-02-28,duplex-semi-detached,5.0,3.0,2.0,348.0,2025-03-18T04:07:38.129345
DUNDAS,"144A Kissing Point Road, Dundas NSW 2117",1570000,2025-02-26,duplex-semi-detached,4.0,2.0,2.0,367.0,2025-03-18T04:07:38.129345
DUNDAS,"2A Kariwara Street, Dundas NSW 2117",2475000,2025-02-25,duplex-semi-detached,5.0,3.0,2.0,406.0,2025-03-18T04:07:38.129345
DUNDAS,"3/327-329 Kissing Point Road, Dundas NSW 2117",1000000,2025-02-18,townhouse,3.0,2.0,2.0,,2025-03-18T04:07:38.129345
DUNDAS,"52A Jenkins Street, Dundas NSW 2117",2160000,2025-02-17,duplex-semi-detached,5.0,3.0,2.0,305.0,2025-03-18T04:07:38.129345
DUNDAS,"8 Bray Street, Dundas NSW 2117",1810000,2025-02-15,house,4.0,2.0,1.0,613.0,2025-03-18T04:07:38.129345
DUNDAS,"2 Kariwara Street, Dundas NSW 2117",2475000,2025-02-06,house,4.0,3.0,3.0,444.0,2025-03-18T04:07:38.129345
DUNDAS VALLEY,"5/9-11 Quarry Road, Dundas Valley NSW 2117",1232888,2025-03-14,townhouse,3.0,2.0,2.0,296.0,2025-03-18T04:07:38.131419
DUNDAS VALLEY,"35 Perry Street, Dundas Valley NSW 2117",2450000,2025-03-11,house,5.0,3.0,2.0,828.0,2025-03-18T04:07:38.131419
DUNDAS VALLEY,"81 Supply Street, Dundas Valley NSW 2117",1988800,2025-03-06,house,3.0,2.0,1.0,620.0,2025-03-18T04:07:38.131419
DUNDAS VALLEY,"56 Supply Street, Dundas Valley NSW 2117",2999998,2025-03-04,house,5.0,4.0,4.0,582.0,2025-03-18T04:07:38.131419
DUNDAS VALLEY,"19 Rope Street, Dundas Valley NSW 2117",2350000,2025-02-18,duplex-semi-detached,4.0,3.0,2.0,325.0,2025-03-18T04:07:38.131419
DUNDAS VALLEY,"71 Moffatts Drive, Dundas Valley NSW 2117",1953000,2025-02-08,house,3.0,1.0,2.0,677.0,2025-03-18T04:07:38.131419
DUNDAS VALLEY,"14 Neptune Street, Dundas Valley NSW 2117",1902000,2025-02-01,house,4.0,2.0,1.0,600.0,2025-03-18T04:07:38.131419
DUNDAS VALLEY,"17 Bain Place, Dundas Valley NSW 2117",1720000,2025-01-28,house,2.0,1.0,2.0,657.0,2025-03-18T04:07:38.131419
DUNDAS VALLEY,"27A Warwick Road, Dundas Valley NSW 2117",1530000,2025-01-23,duplex-semi-detached,4.0,3.0,1.0,313.0,2025-03-18T04:07:38.131419
DUNGOWAN,"1749 Nundle Road, Dungowan NSW 2340",330000,2025-01-14,house,3.0,1.0,2.0,,2025-03-18T04:07:42.831298
DUNMORE,"1 Saturn Crescent, Dunmore NSW 2529",1450000,2025-03-14,house,4.0,3.0,2.0,,2025-03-18T04:07:47.947552
DUNMORE,"20 Galactic Drive, Dunmore NSW 2529",1550000,2025-02-28,house,5.0,3.0,2.0,,2025-03-18T04:07:47.947552
DUNMORE,"30A Galactic Drive, Dunmore NSW 2529",995000,2025-02-27,house,3.0,2.0,2.0,,2025-03-18T04:07:47.947552
DUNMORE,"30 Galactic Drive, Dunmore NSW 2529",1010000,2025-02-13,house,3.0,2.0,2.0,,2025-03-18T04:07:47.947552
DUNMORE,"28A Galactic Drive, Dunmore NSW 2529",999000,2025-02-04,house,3.0,2.0,2.0,,2025-03-18T04:07:47.947552
