lganame,councilnam,suburbname,postcode,percentage,,,,LGA_WRONG,,FIX,LGA_NEIGHBOR_WRONG
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,TUMORRAMA,2720,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,TUMUT,2720,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,TUMUT PLAINS,2720,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,URIARRA,2611,17.54681924,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,WELAREGANG,2642,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,WEREBOLDERA,2720,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,WERMATONG,2720,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,WESTDALE,2653,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,WESTWOOD,2729,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,WILLIGOBUNG,2653,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,WINDOWIE,2720,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,WONDALGA,2729,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,WYANGLE,2720,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,YARRANGOBILLY,2720,100,,,,,,,
SNOWY VALLEYS,SNOWY VALLEYS COUNCIL,YAVEN CREEK,2729,100,,,,,,,
STRATHFIELD,STRATHFIELD MUNICIPAL COUNCIL,BELFIELD,2191,29.74573091,,,,,,,
STRATHFIELD,STRATHFIELD MUNICIPAL COUNCIL,GREENACRE,2190,19.86317841,,,,,,,
STRATHFIELD,STRATHFIELD MUNICIPAL COUNCIL,HOMEBUSH,2140,100,,,,,,,
STRATHFIELD,STRATHFIELD MUNICIPAL COUNCIL,HOMEBUSH WEST,2140,96.15316306,,,,,,,
STRATHFIELD,STRATHFIELD MUNICIPAL COUNCIL,STRATHFIELD,2135,85.675933,,,,,,,
STRATHFIELD,STRATHFIELD MUNICIPAL COUNCIL,STRATHFIELD SOUTH,2136,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,ALFORDS POINT,2234,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,BANGOR,2234,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,BARDEN RIDGE,2234,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,BONNET BAY,2226,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,BUNDEENA,2230,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,BURRANEER,2230,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,CARINGBAH,2229,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,CARINGBAH SOUTH,2229,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,COMO,2226,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,CRONULLA,2230,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,DOLANS BAY,2229,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,ENGADINE,2233,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,GRAYS POINT,2232,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,GREENHILLS BEACH,2230,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,GYMEA,2227,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,GYMEA BAY,2227,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,HEATHCOTE,2233,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,HOLSWORTHY,2173,16.62121833,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,ILLAWONG,2234,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,JANNALI,2226,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,KANGAROO POINT,2224,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,KAREELA,2232,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,KIRRAWEE,2232,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,KURNELL,2231,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,LILLI PILLI,2229,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,LOFTUS,2232,99.99999924,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,LUCAS HEIGHTS,2234,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,MAIANBAR,2230,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,MENAI,2234,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,MIRANDA,2228,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,OYSTER BAY,2225,99.99682443,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,PORT HACKING,2229,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,ROYAL NATIONAL PARK,2232,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,SANDY POINT,2172,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,SUTHERLAND SHIRE,2232,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,SYLVANIA,2224,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,SYLVANIA WATERS,2224,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,TAREN POINT,2229,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,WATERFALL,2233,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,WOOLOOWARE,2230,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,WORONORA,2232,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,WORONORA DAM,2508,7.983233379,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,WORONORA HEIGHTS,2233,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,YARRAWARRAH,2233,100,,,,,,,
SUTHERLAND SHIRE SHIRE,SUTHERLAND SHIRE SHIRE COUNCIL,YOWIE BAY,2228,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ALEXANDRIA,2015,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ANNANDALE,2038,6.172957965,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,BARANGAROO,2000,98.10689351,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,BEACONSFIELD,2015,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,CAMPERDOWN,2050,71.99517861,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,CENTENNIAL PARK,2021,12.57555467,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,CHIPPENDALE,2008,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,DARLINGHURST,2010,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,DARLINGTON,2008,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,DAWES POINT,2000,67.57881059,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ELIZABETH BAY,2011,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ERSKINEVILLE,2043,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,EVELEIGH,2015,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,FOREST LODGE,2037,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,GLEBE,2037,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,HAYMARKET,2000,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,MILLERS POINT,2000,94.79814577,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,MOORE PARK,2021,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,NEWTOWN,2042,43.19030397,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,PADDINGTON,2021,29.14624344,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,POTTS POINT,2011,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,PYRMONT,2009,99.99999918,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,REDFERN,2016,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ROSEBERY,2018,76.09056496,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,RUSHCUTTERS BAY,2011,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ST PETERS,2044,16.55795073,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,SURRY HILLS,2010,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,SYDNEY,2000,94.89379075,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,THE ROCKS,2000,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ULTIMO,2007,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,WATERLOO,2017,100,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,WOOLLOOMOOLOO,2011,92.6114099,,,,,,,
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ZETLAND,2017,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,APPLEBY,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,ATTUNGA,2345,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,BANOON,2347,95.67298597,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,BARRABA,2347,92.01360313,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,BARRY,2340,54.09590922,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,BECTIVE,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,BENDEMEER,2355,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,BITHRAMERE,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,BORAH CREEK,2346,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,BOWLING ALLEY POINT,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,BUNDARRA,2359,6.994025135,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,CALALA,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,CRAWNEY,2338,69.80273123,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,CURRABUBULA,2342,0.413408297,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,DARUKA,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,DUNCANS CREEK,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,DUNGOWAN,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,DURI,2344,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,EAST TAMWORTH REGIONAL,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,GAROO,2340,99.92828838,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,GARTHOWEN,2345,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,GIDLEY,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,GOONOO GOONOO,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,GOWRIE,2340,81.50646909,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,GULF CREEK,2347,3.124885341,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,HALLS CREEK,2346,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,HALLSVILLE,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,HANGING ROCK,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,HILLVUE,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,IRONBARK,2347,97.68055005,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,KENTUCKY,2354,44.1458036,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,KINGSWOOD,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,KLORI,2346,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,KOOTINGAL,2352,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,LIMBRI,2352,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,LINDESAY,2347,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,LONGARM,2347,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,LOOMBERAH,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,MANILLA,2346,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,MAYVALE,2347,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,MOONBI,2353,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,MOORE CREEK,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,MULLA CREEK,2352,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,NAMOI RIVER,2346,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,NEMINGHA,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,NEW MEXICO,2346,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,NIANGALA,2354,35.90441111,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,NORTH TAMWORTH REGIONAL,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,NUNDLE,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,OGUNBIL,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,OXLEY VALE,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,PIALLAMORE,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,PIALLAWAY,2342,1.25214694,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,RED HILL,2347,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,RETREAT,2355,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,RUSHES CREEK,2346,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,SOMERTON,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,SOUTH TAMWORTH REGIONAL,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,TAMINDA,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,TAMWORTH REGIONAL,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,THIRLDENE,2347,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,TIMBUMBURI,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,TINTINHULL,2352,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,UPPER HORTON,2347,7.449254774,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,UPPER MANILLA,2346,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WALLABADAH,2343,0.002033585,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WALLAMORE,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WARRABAH,2346,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WARRAL,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WATSONS CREEK,2355,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WEABONGA,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WEST TAMWORTH REGIONAL,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WESTDALE,2340,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WIMBORNE,2346,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WINTON,2344,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WONGO CREEK,2346,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WOODSREEF,2347,100,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WOOLBROOK,2354,62.49242139,,,,,,,
TAMWORTH REGIONAL REGIONAL,TAMWORTH REGIONAL REGIONAL COUNCIL,WOOLOMIN,2340,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,ARIAH PARK,2665,65.89422226,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,BARMEDMAN,2668,16.32077245,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,BECTRIC,2665,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,COMBANING,2666,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,GIDGINBUNG,2666,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,GROGAN,2666,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,MIMOSA,2666,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,MORANGARELL,2666,51.15312972,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,NARRABURRA,2666,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,PUCAWAN,2666,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,QUANDARY,2665,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,REEFTON,2666,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,SEBASTOPOL,2666,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,SPRINGDALE,2666,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,STOCKINBINGAL,2725,14.17567156,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,TARA,2665,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,TEMORA,2666,100,,,,,,,
TEMORA,TEMORA SHIRE COUNCIL,TRUNGLEY HALL,2666,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,ACACIA CREEK,2476,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,AMOSFIELD,4380,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,BACK CREEK,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,BOLIVIA,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,BOOKOOKOORARA,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,BOONOO BOONOO,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,BOOROOK,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,CARROLLS CREEK,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,COTTONVALE,4375,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,CULLENDORE,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,DEEPWATER,2371,30.69176235,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,DRAKE,2469,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,DRAKE VILLAGE,2469,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,DUMARESQ VALLEY,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,EMMAVILLE,2371,7.428471795,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,FOREST LAND,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,JENNINGS,4383,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,KOREELAH,2476,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,LEGUME,2476,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,LISTON,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,LOWER ACACIA CREEK,2476,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,MARYLAND,4377,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,MINGOOLA,4380,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,MOLE RIVER,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,RIVERTREE,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,ROCKY RIVER,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,RUBY CREEK,4380,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,SANDY FLAT,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,SANDY HILL,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,SILENT GROVE,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,STANNUM,2371,79.63223272,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,TABULAM,2469,73.24039853,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,TARBAN,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,TENTERFIELD,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,TIMBARRA,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,TORRINGTON,2371,91.51424267,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,UNDERCLIFFE,4380,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,UPPER TOOLOOM,2475,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,URBENVILLE,2475,83.48915642,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,WILLSONS DOWNFALL,2372,100,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,WOODENBONG,2476,70.92908242,,,,,,,
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,WOODSIDE,2372,100,,,,,,,
